segment_value,rows,mean_abs_prediction_difference,mean_pct_prediction_difference,mean_difference_in_implied_uplift,segment
496,6,-0.026582286184080872,-3.631025457536753,-0.00824433973974259,product_id
500,12,0.24137915442910177,46.75162826889101,-0.013535738179066198,product_id
54,6,0.02817063490791365,6.332204844808966,0.01826102301770625,product_id
540,6,0.4600303622534992,5.800197097270185,-0.46539093083185595,product_id
547,6,0.22411039988759543,64.13956067804293,0.006734698754363194,product_id
548,12,0.2626106705154978,40.8639411739317,-0.0019421470681762105,product_id
569,12,0.2122057306411945,38.43588868453184,-0.03462181119075988,product_id
580,6,-0.4488616568593053,-16.932049472578008,-0.14353200965381877,product_id
591,6,0.19123915546510903,44.45851591148485,0.010987897206327396,product_id
596,12,-0.02912533861143607,-1.3446898961474198,-0.05653391759602422,product_id
6,12,0.47881314931593283,27.09618120493957,-0.19193858783132026,product_id
608,6,0.006602565336346372,1.369263480430771,0.005022394521300229,product_id
631,12,-0.04815104871728931,-6.214168786654418,-0.033092995960222915,product_id
634,6,0.2674055346390277,31.615984266347535,-0.027286730016413796,product_id
644,18,0.27100794053943944,33.83891007605383,-0.1390752959631293,product_id
666,6,0.15780067709783388,12.68195903538013,0.07680153382034331,product_id
677,6,-0.08962569689590853,-7.257385992447453,-0.09511303362740435,product_id
686,12,0.24611479971401753,34.95412177210928,-0.07579153164910274,product_id
691,6,0.08250650810278233,1.891933911779209,-0.01912477495985702,product_id
71,6,-0.08473927805232667,-19.792644415754307,-0.04140904036579374,product_id
715,12,0.25382201687386025,50.038416676109314,-0.020734936213713973,product_id
717,18,0.011487904162390601,3.0958260703003955,-0.032058782583926776,product_id
719,12,0.09602221133694672,21.847446796850733,0.003916410431871312,product_id
729,12,0.17119023246228257,23.181727510850305,0.009557069309076849,product_id
740,12,0.16142046847259325,17.927457877725786,-0.024836179729875382,product_id
749,6,-0.012602546503690268,-1.2604613412177872,0.02397526765348838,product_id
756,6,0.9231148917870825,12.115356198836983,0.20006311663725654,product_id
758,6,0.3897827717650157,37.28646096485481,-0.08270738484124791,product_id
76,6,0.3414045451938373,23.984049211351024,-0.1952252150746633,product_id
764,6,0.06329438302551207,10.839683796721305,0.008626469094685979,product_id
765,6,0.2028574724411671,51.2144729666358,-0.012757110354332782,product_id
768,12,0.10641126346160264,-2.2918342380240855,-0.04504186178371946,product_id
