shelf_life_class,inventory_coverage,age_profile,margin_scenario,disposal_scenario,demand_target,response_model,policy,mean_profit,mean_waste_rate,mean_sell_through,scenarios
short_shelf_life,high_inventory,uniform,medium_margin,moderate_disposal_cost,recovered_demand,recovered_target_response,always_10pct,-16.86296550423712,0.6830341299222388,0.3169658700777613,1
short_shelf_life,high_inventory,uniform,medium_margin,moderate_disposal_cost,recovered_demand,recovered_target_response,always_20pct,-17.617989040520172,0.6678080105760512,0.33219198942394873,1
short_shelf_life,high_inventory,uniform,medium_margin,moderate_disposal_cost,recovered_demand,recovered_target_response,always_40pct,-18.868067247772647,0.6168548181986336,0.3831451818013663,1
short_shelf_life,high_inventory,uniform,medium_margin,moderate_disposal_cost,recovered_demand,recovered_target_response,expiry_threshold_rule,-18.6731768944169,0.6358565394253191,0.36414346057468094,1
short_shelf_life,high_inventory,uniform,medium_margin,moderate_disposal_cost,recovered_demand,recovered_target_response,inventory_coverage_rule,-17.603095450069926,0.6656113635168069,0.3343886364831931,1
short_shelf_life,lean_inventory,uniform,medium_margin,moderate_disposal_cost,observed_sales_demand,observed_target_response,always_0pct,0.8005273840206172,0.3123494814975251,0.6876505185024748,1
short_shelf_life,lean_inventory,uniform,medium_margin,moderate_disposal_cost,observed_sales_demand,observed_target_response,always_10pct,0.17966239274272436,0.29568454915227266,0.7043154508477273,1
short_shelf_life,lean_inventory,uniform,medium_margin,moderate_disposal_cost,observed_sales_demand,observed_target_response,always_20pct,-0.5560390118862923,0.2893754555649128,0.7106245444350873,1
short_shelf_life,lean_inventory,uniform,medium_margin,moderate_disposal_cost,observed_sales_demand,observed_target_response,always_40pct,-1.846468256819078,0.24151109428011827,0.7584889057198817,1
short_shelf_life,lean_inventory,uniform,medium_margin,moderate_disposal_cost,observed_sales_demand,observed_target_response,expiry_threshold_rule,-0.9738123999592071,0.2877821750801995,0.7122178249198005,1
short_shelf_life,lean_inventory,uniform,medium_margin,moderate_disposal_cost,observed_sales_demand,observed_target_response,inventory_coverage_rule,0.8005273840206172,0.3123494814975251,0.6876505185024748,1
short_shelf_life,lean_inventory,uniform,medium_margin,moderate_disposal_cost,recovered_demand,recovered_target_response,always_0pct,0.8117551950430998,0.317222851886467,0.6827771481135331,1
short_shelf_life,lean_inventory,uniform,medium_margin,moderate_disposal_cost,recovered_demand,recovered_target_response,always_10pct,0.09540945688136078,0.3100038758500425,0.6899961241499574,1
short_shelf_life,lean_inventory,uniform,medium_margin,moderate_disposal_cost,recovered_demand,recovered_target_response,always_20pct,-0.6223937912633501,0.3012608365026502,0.6987391634973498,1
short_shelf_life,lean_inventory,uniform,medium_margin,moderate_disposal_cost,recovered_demand,recovered_target_response,always_40pct,-2.0104631087702454,0.26826086845282476,0.7317391315471752,1
short_shelf_life,lean_inventory,uniform,medium_margin,moderate_disposal_cost,recovered_demand,recovered_target_response,expiry_threshold_rule,-1.0766590386974173,0.3001392106252647,0.6998607893747352,1
short_shelf_life,lean_inventory,uniform,medium_margin,moderate_disposal_cost,recovered_demand,recovered_target_response,inventory_coverage_rule,0.8117551950430998,0.317222851886467,0.6827771481135331,1
